Unique Key,Created Date Year,Created Date Month,Created Date Day,Created Date Time Of Day,Closed Date Year,Closed Date Month,Closed Date Day,Closed Date Time Of Day,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date Year,Resolution Action Updated Date Month,Resolution Action Updated Date Day,Resolution Action Updated Date Time Of Day,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
46062566,2020,April,Night,2,2020,April,Night,2,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,nan,11372.0,92-09 37 AVENUE,37 AVENUE,92 STREET,93 STREET,92 STREET,93 STREET,nan,JACKSON HEIGHTS,37 AVENUE,nan,Closed,nan,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2020,April,Night,6,03 QUEENS,4014660039.0,QUEENS,1018933.0,212821.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.75075301181946,-73.87482208615428,"(40.75075301181946, -73.87482208615428)"
47912523,2020,October,Evening,22,2020,October,Evening,22,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11377.0,60-11 BROADWAY,BROADWAY,60 STREET,61 STREET,60 STREET,61 STREET,nan,WOODSIDE,BROADWAY,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,October,Evening,2,02 QUEENS,4011880055.0,QUEENS,1011457.0,212941.0,ONLINE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.75110854400235,-73.90180396065647,"(40.75110854400235, -73.90180396065647)"
47912524,2020,October,Evening,2,2020,October,Evening,2,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,10014.0,7 CORNELIA STREET,CORNELIA STREET,WEST    4 STREET,BLEECKER STREET,WEST    4 STREET,BLEECKER STREET,nan,NEW YORK,CORNELIA STREET,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,October,Evening,6,02 MANHATTAN,1005900034.0,MANHATTAN,983797.0,205824.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.73161599522595,-74.00163449789483,"(40.73161599522595, -74.00163449789483)"
48166793,2020,November,Evening,21,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11230.0,1857 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,19,14 BROOKLYN,3067580086.0,BROOKLYN,994602.0,162190.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.61184442773234,-73.96271530941138,"(40.61184442773234, -73.96271530941138)"
48166796,2020,November,Evening,12,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10462.0,2132 WALLACE AVENUE,WALLACE AVENUE,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,19,11 BRONX,2042920024.0,BRONX,1021647.0,250439.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.853992912894725,-73.86481720417432,"(40.85399291289473, -73.86481720417432)"
46062567,2020,April,Night,0,2020,April,Night,1,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,nan,10453.0,1715 WALTON AVENUE,WALTON AVENUE,CLIFFORD PLACE,EAST  175 STREET,CLIFFORD PLACE,EAST  175 STREET,nan,BRONX,WALTON AVENUE,nan,Closed,nan,The Police Department responded to the complaint and took action to fix the condition.,2020,April,Night,5,05 BRONX,2028490076.0,BRONX,1008823.0,247601.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.84624845217874,-73.91118380210203,"(40.84624845217874, -73.91118380210203)"
48166797,2020,November,Evening,15,2020,November,Evening,18,HPD,Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,11226.0,80 LENOX ROAD,LENOX ROAD,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2020,November,Evening,18,14 BROOKLYN,3050830044.0,BROOKLYN,996146.0,177443.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.65370873659166,-73.9571274139967,"(40.65370873659166, -73.9571274139967)"
46062568,2020,April,Night,1,2020,April,Night,2,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,nan,11365.0,65-56 PARSONS BOULEVARD,PARSONS BOULEVARD,65 AVENUE,JEWEL AVENUE,65 AVENUE,JEWEL AVENUE,nan,FRESH MEADOWS,PARSONS BOULEVARD,nan,Closed,nan,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,2020,April,Night,6,08 QUEENS,4067920030.0,QUEENS,1036733.0,207082.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.7349131932339,-73.81062325677578,"(40.7349131932339, -73.81062325677578)"
46062569,2020,April,Night,1,2020,April,Night,2,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10453.0,2087 CRESTON AVENUE,CRESTON AVENUE,EAST BURNSIDE AVENUE,EAST  180 STREET,EAST BURNSIDE AVENUE,EAST  180 STREET,nan,BRONX,CRESTON AVENUE,nan,Closed,nan,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,2020,April,Night,6,05 BRONX,2031690045.0,BRONX,1010828.0,250338.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.85375489549983,-73.90392612283448,"(40.85375489549983, -73.90392612283449)"
47912543,2020,October,Evening,0,2020,October,Night,2,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,APARTMENT ONLY,RESIDENTIAL BUILDING,11420.0,109-09 130 STREET,130 STREET,nan,nan,nan,nan,ADDRESS,South Ozone Park,nan,nan,Closed,nan,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2020,October,Night,2,10 QUEENS,4116100067.0,QUEENS,1036053.0,188738.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.68456738842621,-73.81321806215234,"(40.68456738842621, -73.81321806215234)"
48035455,2020,October,Night,2,2020,November,Morning,10,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10037.0,60 WEST  142 STREET,WEST  142 STREET,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Morning,10,10 MANHATTAN,1017370059.0,MANHATTAN,1001843.0,237298.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.81798635263026,-73.93643919542686,"(40.81798635263026, -73.93643919542686)"
48166798,2020,November,Evening,9,2020,November,Evening,11,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11237.0,259 STANHOPE STREET,STANHOPE STREET,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",2020,November,Evening,11,04 BROOKLYN,3032580041.0,BROOKLYN,1006461.0,194775.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.70126127461121,-73.919895567728,"(40.70126127461121, -73.919895567728)"
46062583,2020,April,Night,17,2020,April,Night,18,NYPD,New York City Police Department,Traffic,Drag Racing,Street/Sidewalk,10459.0,BRYANT AVENUE,BRYANT AVENUE,BRYANT AVENUE,WESTCHESTER AVENUE,BRYANT AVENUE,WESTCHESTER AVENUE,nan,nan,nan,nan,Closed,nan,The Police Department responded to the complaint and determined that police action was not necessary.,2020,April,Night,22,02 BRONX,nan,BRONX,1015024.0,240325.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.826258519831406,-73.88880442661328,"(40.82625851983141, -73.88880442661328)"
46062584,2020,April,Night,22,2020,April,Night,22,NYPD,New York City Police Department,Illegal Parking,Blocked Hydrant,Street/Sidewalk,11236.0,975 EAST   95 STREET,EAST   95 STREET,FOSTER AVENUE,FARRAGUT ROAD,FOSTER AVENUE,FARRAGUT ROAD,nan,BROOKLYN,EAST   95 STREET,nan,Closed,nan,The Police Department responded to the complaint and determined that police action was not necessary.,2020,April,Night,2,18 BROOKLYN,3081450010.0,BROOKLYN,1010237.0,174715.0,MOBILE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.64619083246408,-73.90635469692155,"(40.64619083246408, -73.90635469692154)"
46062586,2020,April,Night,23,2020,April,Night,0,NYPD,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,10452.0,122 WEST  167 STREET,WEST  167 STREET,NELSON AVENUE,OGDEN AVENUE,NELSON AVENUE,OGDEN AVENUE,nan,BRONX,WEST  167 STREET,nan,Closed,nan,The Police Department issued a summons in response to the complaint.,2020,April,Night,4,04 BRONX,2025140062.0,BRONX,1004615.0,244121.0,ONLINE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.83670757893135,-73.92640367943932,"(40.83670757893135, -73.92640367943932)"
47912544,2020,October,Evening,21,2020,October,Evening,17,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11210.0,1155 EAST   35 STREET,EAST   35 STREET,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,October,Evening,17,18 BROOKLYN,3076170017.0,BROOKLYN,1000381.0,167347.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.62599068160375,-73.94188882855283,"(40.625990681603746, -73.94188882855283)"
47023465,2020,July,Night,23,2020,August,Afternoon,0,DOB,Department of Buildings,General Construction/Plumbing,Vent/Exhaust - Illegal/Improper,nan,10027.0,3151 BROADWAY,BROADWAY,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2020,August,Afternoon,0,09 MANHATTAN,1019930082.0,MANHATTAN,995516.0,235959.0,UNKNOWN,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.814321508112734,-73.95929991729794,"(40.814321508112734, -73.95929991729793)"
48166800,2020,November,Evening,8,2020,November,Evening,13,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10032.0,484 WEST  165 STREET,WEST  165 STREET,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2020,November,Evening,13,12 MANHATTAN,1021110009.0,MANHATTAN,1001424.0,244488.0,ONLINE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.837721669299114,-73.93793457242609,"(40.837721669299114, -73.9379345724261)"
48166801,2020,November,Evening,10,,,,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11206.0,110 MARTIN L KING PLACE,MARTIN L KING PLACE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,03 BROOKLYN,3017430017.0,BROOKLYN,998542.0,193202.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.69696009067445,-73.94845893504328,"(40.696960090674445, -73.94845893504328)"
48166802,2020,November,Evening,14,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10459.0,923 SIMPSON STREET,SIMPSON STREET,nan,nan,nan,nan,ADDRESS,BRONX,nan,nan,Closed,nan,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,2020,November,Evening,19,02 BRONX,2027230012.0,BRONX,1013849.0,238288.0,PHONE,Unspecified,BRONX,nan,nan,nan,nan,nan,nan,nan,40.820671552197325,-73.89305903081899,"(40.820671552197325, -73.89305903081899)"
48166803,2020,November,Evening,14,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10034.0,165 SHERMAN AVENUE,SHERMAN AVENUE,nan,nan,nan,nan,ADDRESS,NEW YORK,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,19,12 MANHATTAN,1022210011.0,MANHATTAN,1005613.0,254344.0,MOBILE,Unspecified,MANHATTAN,nan,nan,nan,nan,nan,nan,nan,40.86476431663921,-73.92276447154295,"(40.86476431663921, -73.92276447154296)"
48166804,2020,November,Evening,10,2020,November,Evening,19,HPD,Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11207.0,2271 PITKIN AVENUE,PITKIN AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Closed,nan,"The Department of Housing Preservation and Development responded to a complaint of no heat or hot water and was advised by a tenant in the building that heat and hot water had been restored. If the condition still exists, please file a new complaint.",2020,November,Evening,19,05 BROOKLYN,3039950029.0,BROOKLYN,1015137.0,184477.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.67296961822925,-73.88865263236391,"(40.67296961822925, -73.8886526323639)"
48166805,2020,November,Evening,15,2020,November,Night,20,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11378.0,52-24 65 PLACE,65 PLACE,nan,nan,nan,nan,ADDRESS,Maspeth,nan,nan,Closed,nan,"The Department of Housing Preservation and Development contacted an occupant of the apartment and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",2020,November,Night,20,05 QUEENS,4023760101.0,QUEENS,1011935.0,206283.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.73283252138435,-73.90010615859218,"(40.73283252138435, -73.90010615859217)"
48166806,2020,November,Evening,20,,,,,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11219.0,1501 BAY RIDGE AVENUE,BAY RIDGE AVENUE,nan,nan,nan,nan,ADDRESS,BROOKLYN,nan,nan,Open,nan,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,2020,November,Evening,0,11 BROOKLYN,3055730001.0,BROOKLYN,984430.0,165512.0,PHONE,Unspecified,BROOKLYN,nan,nan,nan,nan,nan,nan,nan,40.62096867480896,-73.9993516072722,"(40.62096867480896, -73.9993516072722)"
48166807,2020,November,Evening,8,2020,November,Evening,10,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11106.0,36-63 34 STREET,34 STREET,nan,nan,nan,nan,ADDRESS,Astoria,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. Violations were issued. Information about specific violations is available at www.nyc.gov/hpd.,2020,November,Evening,10,01 QUEENS,4006340007.0,QUEENS,1004146.0,214137.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.75441073226696,-73.92818741282251,"(40.754410732266955, -73.92818741282252)"
48166813,2020,November,Evening,13,2020,November,Evening,2,HPD,Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,11368.0,96-10 57 AVENUE,57 AVENUE,nan,nan,nan,nan,ADDRESS,Corona,nan,nan,Closed,nan,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,2020,November,Evening,2,04 QUEENS,4019180052.0,QUEENS,1021769.0,207808.0,PHONE,Unspecified,QUEENS,nan,nan,nan,nan,nan,nan,nan,40.73698201773687,-73.86461437160888,"(40.73698201773687, -73.86461437160887)"
